symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CTTNBP2NL	3849.682749	-0.376764282	0.355557066	-1.059645041	0.289306114	0.700335352
SRP9	2297.28309	0.438239922	0.41360717	1.05955591	0.289346681	0.700335352
EXOC6B	2970.322446	-0.4051079	0.382243347	-1.059816747	0.289227976	0.700335352
CCDC91	1550.640186	-0.403222845	0.380927411	-1.058529351	0.289814177	0.701296951
RNASEL	537.0814249	0.717001001	0.677678475	1.058025343	0.290043889	0.701512931
GTF3C1	6150.377197	-0.315509378	0.298191897	-1.058074956	0.290021271	0.701512931
EIF1AX	2384.941383	0.35307693	0.333862529	1.057551835	0.290259811	0.701865227
CHST11	586.0936983	0.815797976	0.771519193	1.05739168	0.290332867	0.701871977
SMARCB1	1799.719449	0.394740217	0.373386068	1.057190535	0.290424639	0.701923957
ENDOV	492.9449985	-0.647745997	0.612879907	-1.056888943	0.290562275	0.702086736
MCCC1	1060.850868	0.589084388	0.557676957	1.056318322	0.290822808	0.702546318
CPNE8	531.6126939	0.777023204	0.736163022	1.055504257	0.291194764	0.703274781
FAM117B	1261.564719	-0.468948814	0.444354493	-1.055348423	0.291266002	0.703276794
BMP2	625.9032426	0.545839687	0.517350292	1.055067902	0.291394271	0.703416474
JAM2	3162.979743	-0.342500554	0.324722767	-1.054747586	0.291540782	0.703430162
CACNA1D	752.6485631	-0.799115857	0.757545979	-1.054874396	0.291482774	0.703430162
CHSY1	2774.890388	-0.346151003	0.328273905	-1.054457873	0.291673338	0.703495087
TMEM159	1136.044575	0.656385387	0.622531536	1.054380942	0.291708544	0.703495087
USP35	360.7580592	0.729998965	0.692462843	1.054206695	0.291788295	0.703517567
GPATCH1	768.0558479	-0.562293787	0.533671458	-1.053632865	0.292051037	0.703834835
ANKRD36B	967.9844929	-0.637509366	0.605158954	-1.053457709	0.292131267	0.703834835
RABEPK	486.1309633	-0.658922453	0.625399904	-1.053601782	0.292065273	0.703834835
RPS25	1852.444509	-0.443655544	0.421278423	-1.053117178	0.292287291	0.703910307
YIPF3	1355.628956	0.474302569	0.450394826	1.053081744	0.292303529	0.703910307
GPATCH4	378.3831472	0.691262845	0.656612509	1.052771361	0.292445794	0.703921783
LBR	1208.057396	0.549786855	0.52253811	1.052146905	0.292732155	0.703921783
LOC642361	384.9926617	-0.705676301	0.670840953	-1.05192788	0.29283264	0.703921783
DRAM1	886.6884439	0.605011063	0.575191968	1.051841986	0.292872052	0.703921783
PIAS2	929.2295668	0.626968232	0.595548589	1.052757481	0.292452157	0.703921783
SSB	1700.803097	-0.507252392	0.48206755	-1.052243388	0.292687898	0.703921783
DNAJC13	5657.848442	0.310467497	0.295044368	1.052273929	0.292673889	0.703921783
FKBP5	7533.732942	-0.499679245	0.474936602	-1.052096729	0.292755173	0.703921783
SPIN3	583.0534729	0.59258081	0.563636655	1.051352506	0.29309672	0.704292311
C16orf70	442.7108113	0.652197767	0.620479245	1.051119393	0.293203758	0.704380072
CRISPLD1	539.0456659	-0.588262967	0.559784592	-1.050873812	0.29331655	0.70448161
ARL8A	1238.515129	0.509915833	0.4853247	1.050669445	0.293410434	0.704537698
ZNF384	1305.854706	-0.45501434	0.433152158	-1.050472291	0.293501024	0.704554129
SUPT20H	1082.011838	0.482088807	0.459228748	1.049779243	0.293819621	0.704554129
SUCLA2	1806.628925	0.502150266	0.478424734	1.04959094	0.293906225	0.704554129
RNF40	3691.367293	0.379821009	0.361854698	1.049650622	0.293878774	0.704554129
SMG9	1151.994389	0.544712343	0.519032645	1.049476074	0.293959062	0.704554129
MKKS	384.6056271	0.604543304	0.575696868	1.050106987	0.293668927	0.704554129
GUCY1A3	6929.563946	-0.424992222	0.404975418	-1.049427209	0.293981541	0.704554129
RCL1	600.9586842	0.563349162	0.536437886	1.050166621	0.293641513	0.704554129
LRRC47	1698.140804	0.367684213	0.35060364	1.048717615	0.294308105	0.704814796
PIP5K1A	1419.619029	-0.439312079	0.4191437	-1.048118053	0.29458422	0.704814796
ALG10B	646.5982093	0.520122046	0.495997539	1.048638362	0.294344593	0.704814796
HERC2P9	570.138986	-0.799827067	0.762865327	-1.048451199	0.294430775	0.704814796
NCAPH2	1618.123015	-0.368602629	0.351679282	-1.048121538	0.294582614	0.704814796
WFS1	3370.70406	0.426842011	0.406958434	1.048858988	0.294243024	0.704814796
ZKSCAN5	929.9792242	0.597724777	0.570186117	1.048297668	0.294501484	0.704814796
ARPC1A	3123.586764	-0.337189741	0.321821068	-1.047755335	0.294751346	0.705045784
HDGF	5176.365542	0.285184371	0.272369611	1.047049157	0.295076907	0.705420154
CHUK	721.2049025	0.652558134	0.623290683	1.046956343	0.295119714	0.705420154
CRAMP1L	2412.095321	-0.359553395	0.343370483	-1.047129598	0.29503981	0.705420154
SMC3	3173.181609	0.283416112	0.270901786	1.046195066	0.29547098	0.705758851
ITFG3	1910.909568	0.394787969	0.377312792	1.046314828	0.295415702	0.705758851
HDGFRP2	889.7315932	-0.483339158	0.461999457	-1.046189884	0.295473372	0.705758851
ECHDC2	698.3124462	-0.549757044	0.525740707	-1.045680953	0.295708359	0.705837263
VCAM1	1188.176863	0.626454081	0.599167444	1.04554092	0.295773038	0.705837263
ZNF589	634.0040555	0.637649875	0.609812888	1.045648407	0.295723391	0.705837263
UBE2D4	1046.15048	0.559414679	0.535065609	1.045506699	0.295788846	0.705837263
GOLGA1	1306.331606	0.498101383	0.476522148	1.045284852	0.295891337	0.705913198
ETV3	1295.563642	0.510645485	0.488706402	1.044892155	0.296072816	0.706053825
MTMR10	2879.624638	0.375718331	0.359590202	1.044851414	0.296091648	0.706053825
NAV3	3104.730859	0.413477649	0.395866648	1.044487207	0.296260035	0.706286751
RANBP10	1246.960487	0.422691795	0.40477008	1.044276282	0.296357583	0.706350727
CYB5B	1718.048161	0.392450229	0.375935072	1.043930874	0.296517373	0.706562986
MEX3C	2327.804918	-0.365782678	0.350796504	-1.042720419	0.297077798	0.707729579
ATG4C	490.6897848	0.645619969	0.619781209	1.041690132	0.297555366	0.707843761
RAB18	1664.797979	0.391003653	0.375126289	1.042325384	0.297260848	0.707843761
TBCEL	1519.415394	0.428437842	0.411749175	1.040531149	0.2980932	0.707843761
AKAP11	9279.216186	-0.218951734	0.210205706	-1.041606994	0.297593925	0.707843761
TTC5	520.5863019	-0.605433437	0.580967855	-1.042111765	0.297359865	0.707843761
BMP4	659.4000724	0.605203616	0.58163446	1.040522282	0.298097317	0.707843761
RORA	1080.999165	0.548750486	0.527146631	1.04098263	0.29788361	0.707843761
ZNF688	527.4358806	0.633157495	0.607806523	1.04170895	0.297546638	0.707843761
ZNRF1	1089.323208	0.468040279	0.449723951	1.040727936	0.298001834	0.707843761
ARL16	570.9697959	-0.655481787	0.629665469	-1.041000053	0.297875523	0.707843761
STK39	1471.771545	0.481254486	0.462507909	1.040532447	0.298092597	0.707843761
POFUT1	3820.162217	0.37634355	0.361847999	1.040059781	0.298312128	0.707843761
RBM12	3144.996478	-0.310166661	0.297803166	-1.041515661	0.297636288	0.707843761
PIK3CA	2792.442186	0.412498467	0.396480041	1.040401595	0.298153361	0.707843761
MFSD8	480.2937034	-0.719183366	0.691508852	-1.040020478	0.298330387	0.707843761
SOBP	1170.444932	0.492930369	0.473065753	1.041991237	0.297415742	0.707843761
BMPER	482.8030344	0.808086129	0.776831257	1.040233799	0.298231292	0.707843761
PTRF	77560.8138	0.292841285	0.281649516	1.039736509	0.298462334	0.707878559
PEPD	2196.123912	0.450094115	0.432928893	1.039649056	0.298502977	0.707878559
EHD3	695.6615253	-0.676121026	0.650409414	-1.039531426	0.29855765	0.707878559
MDM4	3958.875598	-0.290705762	0.279795501	-1.038993696	0.298807668	0.708186252
ACAD8	458.4849788	0.579461016	0.55773857	1.038947363	0.298829217	0.708186252
FAHD2A	567.0290956	0.573096599	0.552056176	1.03811283	0.299217529	0.708770191
NHSL1	2358.393293	0.418082254	0.402679155	1.038251543	0.299152962	0.708770191
PARP11	531.8950469	-0.587425427	0.566485138	-1.036965292	0.299752033	0.709311842
PLEKHM1P	658.3524866	-0.541638815	0.52218042	-1.037263739	0.29961296	0.709311842
STRN	3712.001245	0.314490807	0.303298049	1.036903494	0.299780835	0.709311842
C6orf120	1573.623166	0.507320915	0.489153329	1.037140882	0.299670205	0.709311842
LY6E	2602.861545	-0.417384227	0.402546478	-1.036859715	0.299801241	0.709311842
ZNF639	775.1496706	-0.50288138	0.485284282	-1.036261422	0.300080198	0.709803718
UTP11L	909.7332551	0.524151015	0.506107143	1.035652277	0.300364394	0.709873904
SMEK1	2935.321911	-0.337368844	0.325774983	-1.035588557	0.300394133	0.709873904
SYNGR2	2977.391083	-0.386715984	0.373290065	-1.035966452	0.300217794	0.709873904
CPS1	366.8120232	0.702737639	0.678447572	1.035802423	0.300294327	0.709873904
AKR1A1	981.41342	0.542673193	0.524129869	1.035379255	0.30049183	0.709936823
TUBB1	506.9083887	0.803573408	0.776882492	1.03435644	0.300969561	0.710668706
ADRM1	1731.898659	0.467741385	0.452241841	1.034272689	0.301008701	0.710668706
BOD1	2083.472666	-0.377554862	0.36504862	-1.034259112	0.301015046	0.710668706
DGKH	834.3312214	-0.569301987	0.55087382	-1.033452609	0.301392137	0.710886909
BCR	7097.567116	-0.315222423	0.305002621	-1.033507258	0.301366576	0.710886909
DYNC1LI1	1352.637912	-0.487851043	0.472046261	-1.033481425	0.301378659	0.710886909
EPHA3	769.0989222	-0.664376029	0.642723976	-1.03368795	0.301282068	0.710886909
SCAMP2	676.545046	0.624722778	0.60473479	1.033052486	0.301579337	0.711160528
CRABP2	801.1195051	-0.539382837	0.522495923	-1.032319705	0.301922373	0.711298977
ARL8B	2094.843494	0.392301107	0.380055113	1.032221628	0.301968305	0.711298977
RPS23	6923.999126	0.278941807	0.270192439	1.032381988	0.301893206	0.711298977
ALDH5A1	1025.58475	0.545734629	0.528727283	1.032166577	0.301994089	0.711298977
LSM2	488.6751897	0.658220985	0.637462109	1.032564879	0.301807571	0.711298977
ZNF326	494.1254398	-0.644833547	0.624877907	-1.031935261	0.302102446	0.711386453
ZNF649	595.8165776	0.570593135	0.553279952	1.031291904	0.302403954	0.71192861
NDUFS1	3247.110197	0.3549357	0.344379471	1.030652899	0.30270362	0.712466178
RCOR1	1334.532858	0.474144909	0.460324831	1.030022445	0.302999469	0.712550252
CNNM3	890.9944164	0.600763831	0.583278794	1.029977153	0.303020731	0.712550252
NUP153	3480.182991	0.375354432	0.364335051	1.030245187	0.302894923	0.712550252
CCM2	1024.150942	0.490780715	0.476500587	1.029968752	0.303024674	0.712550252
PTPRU	1868.518849	0.430010134	0.418431981	1.027670333	0.304104927	0.712782314
MTG1	586.5480898	-0.593873901	0.577894719	-1.027650681	0.304114175	0.712782314
CTDSP2	13376.32349	0.196446969	0.191087459	1.028047418	0.303927523	0.712782314
RCBTB2	642.9455623	-0.529804197	0.515269185	-1.02820858	0.303851723	0.712782314
NRDE2	1327.383823	-0.584297671	0.568355532	-1.028049589	0.303926502	0.712782314
NUDT7	376.7302599	0.618064714	0.600543422	1.029175729	0.303397106	0.712782314
TAOK1	11066.53843	0.270419856	0.262917085	1.028536641	0.303697464	0.712782314
FAM104A	1307.735773	0.557788437	0.541820136	1.02947159	0.303258123	0.712782314
CHPF	1137.467877	-0.420833525	0.409408333	-1.027906593	0.303993768	0.712782314
ANKRD28	3528.518383	0.380925137	0.370332223	1.028603812	0.303665886	0.712782314
ELP6	412.7650588	0.6636942	0.64542464	1.028306263	0.303805786	0.712782314
HIST1H2AC	483.9492041	-0.556508506	0.540742931	-1.029155397	0.303406658	0.712782314
KCTD7	938.9157722	0.525226206	0.511012538	1.027814715	0.304036993	0.712782314
C7orf60	430.49528	-0.741320641	0.72138636	-1.027633294	0.304122357	0.712782314
LPP	25813.15917	-0.315636979	0.307369174	-1.026898614	0.304468207	0.713425503
KIAA1731	882.4589497	0.568483266	0.553939568	1.026255027	0.30477139	0.713968436
IL1RAP	384.9793158	-0.797905844	0.777663516	-1.026029674	0.304877597	0.714049781
KBTBD2	2154.415324	0.40813932	0.398032	1.025393237	0.305177678	0.714585051
TACR1	953.6076128	0.476985982	0.465258504	1.025206369	0.305265824	0.714623931
LOC285074	457.7095654	0.70267585	0.685563418	1.024961121	0.305381533	0.714727304
TMEM119	1531.856499	0.526411859	0.513904077	1.024338748	0.305675302	0.71524727
ZBTB17	987.1655497	-0.542875125	0.530280602	-1.023750678	0.305953052	0.715561938
KIF3A	561.8969996	-0.520022692	0.507954848	-1.02375771	0.30594973	0.715561938
CORO1A	455.9418432	0.666712131	0.651450131	1.023427733	0.306105652	0.715624118
TSC1	3882.432034	-0.29736229	0.290597693	-1.023278221	0.306176318	0.715624118
SEC16A	5998.532565	0.293330294	0.286668232	1.023239625	0.306194562	0.715624118
ITIH4	580.9338979	-0.631124655	0.61693391	-1.02300205	0.306306877	0.715719155
RPRD1B	1413.332356	-0.457472157	0.447269935	-1.02280999	0.306397694	0.71576393
EIF3D	5785.255545	0.276318456	0.270240377	1.022491377	0.306548392	0.715948535
ZC3H7A	2671.649493	-0.335850718	0.328606982	-1.022043768	0.306760186	0.716054705
SHC2	545.2949507	0.508678678	0.497831235	1.021789399	0.306880588	0.716054705
SLCO2A1	1484.873755	-0.648523522	0.634646353	-1.021865988	0.306844332	0.716054705
STAG2	7948.770433	-0.292971127	0.286613615	-1.022181471	0.306695019	0.716054705
DZIP1L	829.555492	-0.570196098	0.558308043	-1.021293003	0.30711564	0.716336872
FGF10	460.5585255	0.793138268	0.776649121	1.021231141	0.307144942	0.716336872
LRP6	5451.752495	0.332812067	0.32611154	1.020546732	0.307469238	0.716417505
KLF12	2355.570195	-0.474270831	0.464690461	-1.020616669	0.307436089	0.716417505
WDR20	1408.293642	0.424025212	0.41536678	1.020845267	0.307327754	0.716417505
EPS15L1	1346.873031	0.479933933	0.470203507	1.020694074	0.307399403	0.716417505
BBX	5444.505457	-0.309342682	0.30315783	-1.020401426	0.307538118	0.716417505
EHD4	2818.702782	0.347950596	0.341557831	1.018716494	0.30833758	0.716480162
TARSL2	1072.588588	-0.473705	0.464785222	-1.019191183	0.308112212	0.716480162
ZSWIM4	388.295299	-0.747302409	0.73287417	-1.019687198	0.307876835	0.716480162
PLVAP	7775.156	0.716540721	0.70263725	1.019787551	0.307829228	0.716480162
TOMM40	939.7708047	-0.527520654	0.517425186	-1.019510971	0.307960447	0.716480162
CAMK2D	2619.478364	0.355372411	0.348356001	1.020141492	0.307661361	0.716480162
SERPINB6	2809.07877	-0.369896763	0.363034856	-1.018901508	0.308249728	0.716480162
CEP162	1042.70292	-0.572055146	0.561193289	-1.019354932	0.308034494	0.716480162
GSTK1	2808.917649	-0.366110292	0.359285101	-1.018996586	0.308204587	0.716480162
NUDCD1	564.6892875	0.625375477	0.613571757	1.019237716	0.308090125	0.716480162
FUBP3	1292.835019	0.401607254	0.394242066	1.018681894	0.308354011	0.716480162
MVP	5212.023465	0.250019301	0.245543135	1.01822965	0.308568832	0.716812573
EMB	479.995437	0.657823461	0.646365761	1.017726342	0.308808025	0.71703472
MYO6	2907.319505	-0.3927729	0.385925796	-1.017742021	0.308800572	0.71703472
SLC39A9	2609.633951	0.336699762	0.330906265	1.017507971	0.308911842	0.717109085
RPS9	5566.256571	-0.335333803	0.329704927	-1.017072466	0.309118958	0.717172392
PCDHGA10	513.5081335	-0.55266286	0.54329492	-1.017242826	0.309037928	0.717172392
DPY19L1	1132.78758	0.465742208	0.457957955	1.016997746	0.309154502	0.717172392
CUL5	2303.727046	0.316576044	0.311514762	1.016247328	0.309511624	0.717674809
BIN3	601.9364278	-0.552704563	0.543871699	-1.016240712	0.309514774	0.717674809
PROX1	580.7890404	0.744640462	0.733664225	1.014960846	0.310124492	0.717828629
C12orf4	656.1960816	0.509665088	0.502145299	1.014975324	0.31011759	0.717828629
DDX39A	714.3994036	-0.615404723	0.606212919	-1.015162666	0.310028294	0.717828629
ABHD12	1589.246475	0.404185897	0.39825399	1.014894784	0.310155985	0.717828629
SEL1L3	734.3638679	0.521495214	0.513392417	1.015782853	0.309732803	0.717828629
SDAD1	2157.212176	-0.360079733	0.354795153	-1.014894736	0.310156008	0.717828629
HGSNAT	4450.846804	0.259796849	0.255910456	1.015186534	0.310016918	0.717828629
ENG	7512.833604	0.354313825	0.349078473	1.014997636	0.310106954	0.717828629
GBA	766.3219782	-0.5724566	0.565520153	-1.012265605	0.311411076	0.717908562
SWT1	799.7620549	-0.5697017	0.56190191	-1.013881052	0.310639514	0.717908562
PHLDA3	5240.375094	-0.315321999	0.311353707	-1.012745286	0.311181841	0.717908562
FBXO18	2329.909364	0.354393833	0.349734766	1.013321714	0.310906519	0.717908562
TET1	3006.304246	-0.458559611	0.452575373	-1.013222634	0.310953832	0.717908562
CAMK2G	4582.084296	-0.370914094	0.365675405	-1.014326066	0.31042719	0.717908562
TOLLIP	2188.089969	0.388490274	0.383379842	1.013329946	0.310902588	0.717908562
BUD13	912.4660525	-0.495549206	0.48947114	-1.012417619	0.311338417	0.717908562
TAPBPL	451.5420996	0.72551527	0.715190421	1.014436504	0.310374513	0.717908562
MBD6	1175.6014	-0.461851774	0.456196267	-1.012397091	0.311348229	0.717908562
MED4	831.5758467	-0.440477722	0.434968399	-1.012666031	0.311219708	0.717908562
DHRS7	1369.857347	-0.426751553	0.421231021	-1.013105711	0.311009671	0.717908562
ZNF616	434.9899603	-0.669981608	0.661865172	-1.012262974	0.311412333	0.717908562
MCM2	535.0199725	0.681820028	0.673204629	1.012797593	0.311156851	0.717908562
DCAF16	2031.327361	-0.427540743	0.421875322	-1.013429137	0.310855228	0.717908562
PAPD7	1665.903266	0.434120883	0.428461333	1.01320901	0.310960338	0.717908562
MCM7	2156.253454	0.385544987	0.380705115	1.012712915	0.311197307	0.717908562
HAGH	974.5890004	-0.574811093	0.568006547	-1.011979697	0.311547761	0.718055049
SLC25A28	770.4353226	-0.523751769	0.51826059	-1.010595401	0.312210118	0.718747283
ELMSAN1	9030.224136	-0.229956963	0.227499678	-1.010801267	0.312111557	0.718747283
CIPC	1155.140188	-0.491444187	0.486342402	-1.010490109	0.312260536	0.718747283
IL10RB	460.1979519	0.785397966	0.776987021	1.010825077	0.312100159	0.718747283
MSL2	1507.236531	-0.502332074	0.49713708	-1.010449822	0.312279828	0.718747283
SCAMP1	832.6540142	-0.578473946	0.572098559	-1.011143861	0.31194758	0.718747283
EIF3F	3562.479854	-0.283370423	0.280485873	-1.010284118	0.312359188	0.718764323
WDR11	2173.802626	0.450570965	0.446451389	1.00922738	0.312865598	0.71976381
DDX31	897.7240426	-0.577370231	0.572259856	-1.008930166	0.313008127	0.719925899
MRS2	807.1478616	0.506173724	0.50187191	1.008571539	0.313180163	0.720155765
NDUFV2	593.7316874	0.657158648	0.651741262	1.008312172	0.313304621	0.720224171
TUG1	5499.296471	-0.244344075	0.242354575	-1.00820905	0.313354114	0.720224171
HMG20A	1525.73714	-0.488620563	0.4849028	-1.007667028	0.313614339	0.72065646
KIAA0141	1247.610216	0.443539763	0.440365214	1.0072089	0.313834397	0.720996272
RPLP2	7771.594461	0.30666053	0.304719876	1.006368646	0.31423827	0.721094896
GPR176	996.663806	0.521197539	0.517775045	1.006610003	0.314122226	0.721094896
AXL	9546.893103	-0.258409073	0.256720482	-1.006577546	0.314137829	0.721094896
ZNF227	846.2071465	-0.645469498	0.641108087	-1.006802926	0.314029488	0.721094896
FBXO45	774.9845294	0.608729885	0.604860548	1.006397073	0.314224601	0.721094896
MSH6	2732.110217	-0.301981109	0.300425092	-1.005179383	0.314810481	0.722076209
STX17	2023.569595	-0.452680826	0.450324188	-1.005233204	0.31478457	0.722076209
NIT1	773.8927369	0.633479367	0.63065907	1.004471983	0.315151169	0.722114086
GXYLT1	1309.332729	0.477129827	0.474949146	1.004591398	0.315093641	0.722114086
TMCC3	1191.114413	0.546449099	0.543786179	1.004896998	0.31494645	0.722114086
SPAG9	12124.79134	-0.305756633	0.304418832	-1.004394607	0.315188449	0.722114086
NRSN2	607.6025747	0.585156686	0.582542053	1.004488317	0.3151433	0.722114086
GPRIN3	721.8505322	0.623732037	0.621345138	1.003841502	0.315455017	0.722559083
VPS4A	3243.102428	0.352362339	0.351205541	1.003293791	0.315719131	0.722608232
SS18L1	584.3281836	-0.711682856	0.7093991	-1.003219283	0.315755071	0.722608232
