"Term","padj","comparison","cell_type","gene_set","enrich_type","neg_log10_padj"
"cell adhesion",0.00221417362830153,"DRvsHFD","majorSC","Overlap_MS","richR_GO",2.65478832615981
"regulation of cell growth",0.00338088659625099,"DRvsHFD","majorSC","Overlap_MS","richR_GO",2.47096939635887
"cell growth",0.00614140581860542,"DRvsHFD","majorSC","Overlap_MS","richR_GO",2.21173220387857
"negative regulation of cell adhesion",0.0102571977400761,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.98897127199704
"regulation of growth",0.0102571977400761,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.98897127199704
"response to steroid hormone",0.0117159285205247,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.93122328663506
"cellular response to aldehyde",0.0152150479429299,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.81772667483279
"system development",0.0152150479429299,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.81772667483279
"regulation of cell adhesion",0.0166379400564743,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.77890044472111
"anatomical structure morphogenesis",0.0291938746595377,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.53470826090156
"regulation of cell migration",0.0301847752140032,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.52021205398912
"cell migration",0.0301847752140032,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.52021205398912
"multicellular organism development",0.0301847752140032,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.52021205398912
"regulation of cell motility",0.0301847752140032,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.52021205398912
"growth",0.0301847752140032,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.52021205398912
"mesenchymal cell differentiation",0.0301847752140032,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.52021205398912
"seminal vesicle epithelium development",0.0301847752140032,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.52021205398912
"negative regulation of hepatocyte differentiation",0.0301847752140032,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.52021205398912
"cellular response to vitamin E",0.0301847752140032,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.52021205398912
"regulation of multicellular organismal process",0.0301847752140032,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.52021205398912
"regulation of locomotion",0.0301847752140032,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.52021205398912
"response to ketone",0.0301847752140032,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.52021205398912
"animal organ morphogenesis",0.0301847752140032,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.52021205398912
"animal organ development",0.0301847752140032,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.52021205398912
"negative regulation of cell-substrate adhesion",0.0301847752140032,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.52021205398912
"collagen fibril organization",0.0301847752140032,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.52021205398912
"cellular response to glucocorticoid stimulus",0.0308002469456454,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.5114458014638
"sensory perception of mechanical stimulus",0.0308002469456454,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.5114458014638
"extracellular matrix organization",0.0308002469456454,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.5114458014638
"external encapsulating structure organization",0.0308002469456454,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.5114458014638
"extracellular structure organization",0.0308002469456454,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.5114458014638
"regulation of sodium ion transport",0.0308002469456454,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.5114458014638
"cell motility",0.0308002469456454,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.5114458014638
"mesenchyme development",0.0308002469456454,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.5114458014638
"negative regulation of multicellular organismal process",0.0308002469456454,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.5114458014638
"cellular response to corticosteroid stimulus",0.0308002469456454,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.5114458014638
"regulation of developmental process",0.0313054186936939,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.50438048337719
"sensory organ morphogenesis",0.0313054186936939,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.50438048337719
"locomotion",0.0320979915189917,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.49352214203466
"regulation of smoothened signaling pathway",0.0392108852225068,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.4065933529839
"neural crest cell differentiation",0.0392108852225068,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.4065933529839
"cell differentiation",0.0433215460641759,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.36329605262015
"cellular developmental process",0.0433215460641759,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.36329605262015
"response to hydrogen peroxide",0.0466290015160077,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.33134388415372
"cardiac muscle hypertrophy",0.0477902894268397,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.32066033930346
"striated muscle hypertrophy",0.0477902894268397,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.32066033930346
"regulation of cell development",0.0477902894268397,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.32066033930346
"muscle hypertrophy",0.0477902894268397,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.32066033930346
"regulation of multicellular organismal development",0.0477902894268397,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.32066033930346
"cell-cell adhesion",0.0477902894268397,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.32066033930346
"Wnt signaling pathway",0.0477902894268397,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.32066033930346
"regulation of neurogenesis",0.0477902894268397,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.32066033930346
"cellular component organization",0.0477902894268397,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.32066033930346
"positive regulation of cell differentiation",0.0477902894268397,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.32066033930346
"anatomical structure development",0.0477902894268397,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.32066033930346
"neuron differentiation",0.0486800766183213,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.31264874689867
"response to hormone",0.0498056308639372,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.30272155453158
"cellular response to ketone",0.0498056308639372,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.30272155453158
"cell development",0.0498056308639372,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.30272155453158
"regulation of cell-cell adhesion",0.0498056308639372,"DRvsHFD","majorSC","Overlap_MS","richR_GO",1.30272155453158
"regulation of cell adhesion",0.00274677174952887,"DRvsHFD","majorSC","Overlap_All3","richR_GO",2.56117742796154
"negative regulation of cell adhesion",0.00438156647937179,"DRvsHFD","majorSC","Overlap_All3","richR_GO",2.35837059458236
"response to steroid hormone",0.00438156647937179,"DRvsHFD","majorSC","Overlap_All3","richR_GO",2.35837059458236
"cell adhesion",0.00645990944328226,"DRvsHFD","majorSC","Overlap_All3","richR_GO",2.18977357001706
"negative regulation of cell-substrate adhesion",0.00645990944328226,"DRvsHFD","majorSC","Overlap_All3","richR_GO",2.18977357001706
"cellular response to vitamin E",0.0157403808783541,"DRvsHFD","majorSC","Overlap_All3","richR_GO",1.80298476299562
"regulation of cell migration",0.0298122898185919,"DRvsHFD","majorSC","Overlap_All3","richR_GO",1.52560466545053
"response to hormone",0.0298122898185919,"DRvsHFD","majorSC","Overlap_All3","richR_GO",1.52560466545053
"regulation of cell motility",0.0298122898185919,"DRvsHFD","majorSC","Overlap_All3","richR_GO",1.52560466545053
"response to lipid",0.0298122898185919,"DRvsHFD","majorSC","Overlap_All3","richR_GO",1.52560466545053
"regulation of locomotion",0.0298122898185919,"DRvsHFD","majorSC","Overlap_All3","richR_GO",1.52560466545053
"regulation of cell-substrate adhesion",0.0298122898185919,"DRvsHFD","majorSC","Overlap_All3","richR_GO",1.52560466545053
"sensory perception of sound",0.0298122898185919,"DRvsHFD","majorSC","Overlap_All3","richR_GO",1.52560466545053
"cellular response to nutrient levels",0.0300358055354114,"DRvsHFD","majorSC","Overlap_All3","richR_GO",1.52236071614237
"locomotion",0.0300358055354114,"DRvsHFD","majorSC","Overlap_All3","richR_GO",1.52236071614237
"sensory perception of mechanical stimulus",0.0302797309911091,"DRvsHFD","majorSC","Overlap_All3","richR_GO",1.51884798748094
"system process",0.0302797309911091,"DRvsHFD","majorSC","Overlap_All3","richR_GO",1.51884798748094
"cell-substrate adhesion",0.0333118013176551,"DRvsHFD","majorSC","Overlap_All3","richR_GO",1.47740188243443
"cell migration",0.0333118013176551,"DRvsHFD","majorSC","Overlap_All3","richR_GO",1.47740188243443
"response to endogenous stimulus",0.0336206277247837,"DRvsHFD","majorSC","Overlap_All3","richR_GO",1.47339418218552
"regulation of cell-cell adhesion",0.0400917882940252,"DRvsHFD","majorSC","Overlap_All3","richR_GO",1.39694457161414
"cell motility",0.0400917882940252,"DRvsHFD","majorSC","Overlap_All3","richR_GO",1.39694457161414
"response to nutrient levels",0.0448011701908553,"DRvsHFD","majorSC","Overlap_All3","richR_GO",1.34871064223413
"positive regulation of cell migration",0.0448011701908553,"DRvsHFD","majorSC","Overlap_All3","richR_GO",1.34871064223413
"positive regulation of cell motility",0.0473185078391943,"DRvsHFD","majorSC","Overlap_All3","richR_GO",1.32496895904456
"positive regulation of locomotion",0.0473185078391943,"DRvsHFD","majorSC","Overlap_All3","richR_GO",1.32496895904456
"cell adhesion",3.22495664835868e-05,"DRvsHFD","aggSC","Overlap_MS","richR_GO",4.49147611901481
"collagen fibril organization",0.00761834971822632,"DRvsHFD","aggSC","Overlap_MS","richR_GO",2.11813909505
"regulation of sodium ion transport",0.00802431020574048,"DRvsHFD","aggSC","Overlap_MS","richR_GO",2.09559229060114
"regulation of cell migration",0.0109435178174875,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.96084305065848
"extracellular matrix organization",0.0109435178174875,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.96084305065848
"external encapsulating structure organization",0.0109435178174875,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.96084305065848
"extracellular structure organization",0.0109435178174875,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.96084305065848
"regulation of cell motility",0.0109435178174875,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.96084305065848
"growth",0.0109435178174875,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.96084305065848
"tissue development",0.0109435178174875,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.96084305065848
"response to steroid hormone",0.0109435178174875,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.96084305065848
"regulation of locomotion",0.0109435178174875,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.96084305065848
"cell differentiation",0.0180613772002423,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.7432491373192
"cellular developmental process",0.0180613772002423,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.7432491373192
"response to abiotic stimulus",0.0180613772002423,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.7432491373192
"locomotion",0.0180613772002423,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.7432491373192
"regulation of cell division",0.0180613772002423,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.7432491373192
"developmental growth",0.0180613772002423,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.7432491373192
"response to progesterone",0.0180613772002423,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.7432491373192
"animal organ development",0.0188859868255047,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.72386031760509
"system development",0.0192638787297328,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.715256264391
"nervous system development",0.0192638787297328,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.715256264391
"neurogenesis",0.0192638787297328,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.715256264391
"muscle tissue development",0.0192638787297328,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.715256264391
"positive regulation of cell communication",0.0192638787297328,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.715256264391
"positive regulation of signaling",0.0192638787297328,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.715256264391
"cell growth",0.0211565895795083,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.6745543388189
"seminal vesicle epithelium development",0.024444831606723,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.61181295011718
"cellular response to vitamin E",0.024444831606723,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.61181295011718
"regulation of nervous system development",0.0255096528163903,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.59329545205081
"anatomical structure morphogenesis",0.0255096528163903,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.59329545205081
"response to hormone",0.0255096528163903,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.59329545205081
"regulation of multicellular organismal development",0.0255637500003706,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.59237543826753
"sodium ion transport",0.0262479960285227,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.58090384833333
"response to mechanical stimulus",0.0262479960285227,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.58090384833333
"cell migration",0.0269319944181612,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.56973148421456
"response to endogenous stimulus",0.0279624239928871,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.55342518338757
"positive regulation of signal transduction",0.029557905255558,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.5293263472795
"developmental growth involved in morphogenesis",0.0296931143090572,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.52734424981698
"developmental cell growth",0.0296931143090572,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.52734424981698
"endochondral bone morphogenesis",0.030810962758708,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.51129473095078
"tissue homeostasis",0.030810962758708,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.51129473095078
"anatomical structure homeostasis",0.030810962758708,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.51129473095078
"generation of neurons",0.030810962758708,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.51129473095078
"sensory perception of mechanical stimulus",0.0322466750643263,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.4915150585685
"negative regulation of cell adhesion",0.0331736467545649,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.47920678418356
"multicellular organism development",0.0331736467545649,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.47920678418356
"regulation of multicellular organismal process",0.0331736467545649,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.47920678418356
"response to stress",0.034323276069848,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.4644112665356
"positive regulation of cellular process",0.039232652447471,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.40635232902675
"skin development",0.039232652447471,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.40635232902675
"intracellular signaling cassette",0.039232652447471,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.40635232902675
"cell motility",0.039232652447471,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.40635232902675
"positive regulation of multicellular organismal process",0.039232652447471,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.40635232902675
"astrocyte differentiation",0.0413407786222903,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.38362134802369
"regulation of smoothened signaling pathway",0.0414346768216909,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.38263604417647
"regulation of developmental process",0.0428885662240456,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.36765847209605
"cellular response to fibroblast growth factor stimulus",0.0428885662240456,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.36765847209605
"head development",0.0428885662240456,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.36765847209605
"regulation of cell adhesion",0.0428885662240456,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.36765847209605
"anatomical structure development",0.0428885662240456,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.36765847209605
"integrin-mediated signaling pathway",0.0428885662240456,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.36765847209605
"regulation of metal ion transport",0.0428885662240456,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.36765847209605
"gliogenesis",0.0428885662240456,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.36765847209605
"bone morphogenesis",0.0428885662240456,"DRvsHFD","aggSC","Overlap_MS","richR_GO",1.36765847209605
