"","Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID"
"GO:0090077","GO:0090077","foam cell differentiation",39,6,0.153846153846154,4.81377191859721,4.33191681149911,0.00138070853924928,0.0139960838738523,"CD36, PPARG, LPL, MSR1, NFKBIA, NR1H3"
"GO:0002468","GO:0002468","dendritic cell antigen processing and presentation",16,4,0.25,7.82237936772047,4.96047159672792,0.0013834574251257,0.0139960838738523,"CD68, FGL2, THBS1, MPEG1"
"GO:0051895","GO:0051895","negative regulation of focal adhesion assembly",16,4,0.25,7.82237936772047,4.96047159672792,0.0013834574251257,0.0139960838738523,"DMTN, THBS1, CLASP2, ITGB1BP1"
"GO:0150118","GO:0150118","negative regulation of cell-substrate junction organization",16,4,0.25,7.82237936772047,4.96047159672792,0.0013834574251257,0.0139960838738523,"DMTN, THBS1, CLASP2, ITGB1BP1"
"GO:1904948","GO:1904948","midbrain dopaminergic neuron differentiation",16,4,0.25,7.82237936772047,4.96047159672792,0.0013834574251257,0.0139960838738523,"FZD1, SFRP2, SFRP1, NR4A2"
"GO:0048705","GO:0048705","skeletal system morphogenesis",233,17,0.0729613733905579,2.2829261674034,3.58038088825739,0.00138821273238341,0.0140226519255784,"COL3A1, LAMA5, SIX1, MTHFD1, GHR, TSKU, SERPINH1, INSIG1, PRRX1, SFRP1, FBN2, PPARGC1B, MMP2, COL1A1, HYAL1, FREM1, TBX15"
"GO:0007265","GO:0007265","Ras protein signal transduction",118,11,0.0932203389830508,2.9168194252517,3.79517106838384,0.00141217078127873,0.0142428128108755,"IGF1, SOS1, PLK2, ADRA2A, DHCR24, RGL1, RASGEF1C, SQSTM1, KSR1, RASGRP2, GRB2"
"GO:0001523","GO:0001523","retinoid metabolic process",84,9,0.107142857142857,3.35244830045163,3.92621567854284,0.00143020701403022,0.0143806769380199,"AKR1C1, RETSAT, PNPLA2, LIPE, ADH1B, LRP1, DGAT1, AKR1C3, CYP1B1"
"GO:0097009","GO:0097009","energy homeostasis",84,9,0.107142857142857,3.35244830045163,3.92621567854284,0.00143020701403022,0.0143806769380199,"CD36, COL6A1, TSKU, ACACB, UBB, PPARGC1B, SQSTM1, PRCP, FMO2"
"GO:1905039","GO:1905039","carboxylic acid transmembrane transport",155,13,0.0838709677419355,2.62428211046106,3.68949423394274,0.00144361025997608,0.0144712590140068,"ACSL1, CD36, SLC16A7, SLC1A5, ACACB, SLC23A2, SLC16A1, SLC38A10, SLC25A1, ITGB1, THBS1, AKT2, SLC1A1"
"GO:0072080","GO:0072080","nephron tubule development",101,10,0.099009900990099,3.09797202681999,3.84124561136846,0.00145838616392363,0.0145750095229151,"LAMA5, GPC3, SIX1, MTSS1, PTCH1, FOXD1, JAG1, AQP1, NPNT, STAT1"
"GO:0042026","GO:0042026","protein refolding",27,5,0.185185185185185,5.79435508720035,4.52966782376862,0.00147668012972187,0.014713185074657,"CRYAB, B2M, HSP90AA1, HSPA8, HSPB6"
"GO:0060343","GO:0060343","trabecula formation",27,5,0.185185185185185,5.79435508720035,4.52966782376862,0.00147668012972187,0.014713185074657,"SFRP1, FBN2, PPARGC1B, MMP2, COL1A1"
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade",319,21,0.0658307210031348,2.05981149494834,3.46881738144879,0.00149597895502983,0.0148709475378075,"CD36, IGF1, ANGPT1, DUSP4, DDR2, MAP2K1, P2RY1, GPNMB, CD4, TNIP1, INHBA, ITGB1BP1, ERBB2, FBLN1, VEGFB, ACTA2, YWHAZ, NPNT, PDE8B, DAB2, LMO3"
"GO:0035296","GO:0035296","regulation of tube diameter",156,13,0.0833333333333333,2.60745978924015,3.66314058417218,0.00153009174116854,0.0151309072182222,"SVEP1, GPX1, KCNMA1, NPR1, ADRA2A, ABCC9, P2RY1, DOCK5, ITGB1, MMP2, ADM, ITGB1BP1, ACTA2"
"GO:0071456","GO:0071456","cellular response to hypoxia",156,13,0.0833333333333333,2.60745978924015,3.66314058417218,0.00153009174116854,0.0151309072182222,"PPARG, DDR2, ACAA2, BNIP3, HILPDA, SFRP1, BNIP3L, ENO1, FOS, RTN4, INHBA, AQP1, MALAT1"
"GO:0097746","GO:0097746","blood vessel diameter maintenance",156,13,0.0833333333333333,2.60745978924015,3.66314058417218,0.00153009174116854,0.0151309072182222,"SVEP1, GPX1, KCNMA1, NPR1, ADRA2A, ABCC9, P2RY1, DOCK5, ITGB1, MMP2, ADM, ITGB1BP1, ACTA2"
"GO:0009141","GO:0009141","nucleoside triphosphate metabolic process",277,19,0.0685920577617329,2.14621238969948,3.49196318106298,0.00154373688733043,0.0152429552323211,"IGF1, COL6A1, PFKFB3, ALDOC, GPD1, NME4, BCL2L13, ALDOA, ABCC9, ENPP1, HSPA8, ENO1, NUPR1, HK1, RHOQ, SLC4A1, LRRK2, LDHA, IMPDH1"
"GO:0044091","GO:0044091","membrane biogenesis",69,8,0.115942028985507,3.62777014155152,3.97330975888612,0.00156289559580066,0.0153859946097805,"COL6A1, PEX11A, PEX19, LRCH4, LRP4, ANK3, ANXA2, TLCD2"
"GO:0001953","GO:0001953","negative regulation of cell-matrix adhesion",40,6,0.15,4.69342762063228,4.24878003618881,0.00158114952916913,0.0155424638792655,"DMTN, JAG1, THBS1, CLASP2, ITGB1BP1, POSTN"
"GO:0015727","GO:0015727","lactate transport",8,3,0.375,11.7335690515807,5.5172647091479,0.0016129965994055,0.015645354350051,"SLC16A7, ACACB, SLC16A1"
"GO:0035873","GO:0035873","lactate transmembrane transport",8,3,0.375,11.7335690515807,5.5172647091479,0.0016129965994055,0.015645354350051,"SLC16A7, ACACB, SLC16A1"
"GO:0038111","GO:0038111","interleukin-7-mediated signaling pathway",8,3,0.375,11.7335690515807,5.5172647091479,0.0016129965994055,0.015645354350051,"JAK1, STAT5A, STAT1"
"GO:0038113","GO:0038113","interleukin-9-mediated signaling pathway",8,3,0.375,11.7335690515807,5.5172647091479,0.0016129965994055,0.015645354350051,"JAK1, STAT5A, STAT1"
"GO:0048312","GO:0048312","intracellular distribution of mitochondria",8,3,0.375,11.7335690515807,5.5172647091479,0.0016129965994055,0.015645354350051,"MAPT, CLUH, LRRK2"
"GO:0071355","GO:0071355","cellular response to interleukin-9",8,3,0.375,11.7335690515807,5.5172647091479,0.0016129965994055,0.015645354350051,"JAK1, STAT5A, STAT1"
"GO:0140212","GO:0140212","regulation of long-chain fatty acid import into cell",8,3,0.375,11.7335690515807,5.5172647091479,0.0016129965994055,0.015645354350051,"ACSL1, THBS1, AKT2"
"GO:0150094","GO:0150094","amyloid-beta clearance by cellular catabolic process",8,3,0.375,11.7335690515807,5.5172647091479,0.0016129965994055,0.015645354350051,"CD36, LRP1, LRP4"
"GO:2000192","GO:2000192","negative regulation of fatty acid transport",8,3,0.375,11.7335690515807,5.5172647091479,0.0016129965994055,0.015645354350051,"THBS1, AKT2, ACSL4"
"GO:0031960","GO:0031960","response to corticosteroid",157,13,0.0828025477707006,2.59085176510487,3.63699206844661,0.00162082603618713,0.0156751252192782,"ANXA1, PTGDS, SERPINF1, GHR, SLIT3, AKR1C3, CYP1B1, FOS, INHBA, ADM, MAOB, AQP1, PAPPA"
"GO:0035150","GO:0035150","regulation of tube size",157,13,0.0828025477707006,2.59085176510487,3.63699206844661,0.00162082603618713,0.0156751252192782,"SVEP1, GPX1, KCNMA1, NPR1, ADRA2A, ABCC9, P2RY1, DOCK5, ITGB1, MMP2, ADM, ITGB1BP1, ACTA2"
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process",322,21,0.0652173913043478,2.04062070462273,3.42226086120183,0.00167755058176533,0.0161999239464904,"ACSL1, PDK4, ACSS2, MTHFD1, ME1, FASN, ACACA, ELOVL5, ACACB, TK2, NPR1, NME4, ACLY, SHMT1, ALDOA, ENO1, HK1, UAP1, ACSL4, PAPSS2, IMPDH1"
"GO:0034248","GO:0034248","regulation of amide metabolic process",86,9,0.104651162790698,3.27448438648764,3.84122553495761,0.00168894372186413,0.0162622563628614,"IGF1, SPON1, PDK4, ORMDL3, RTN3, NTRK2, RTN4, CLU, CSNK1E"
"GO:0150115","GO:0150115","cell-substrate junction organization",103,10,0.0970873786407767,3.03781723018271,3.7680682446863,0.00169214796757108,0.0162693233787199,"DMTN, PLEC, ITGA6, THY1, ITGB4, SFRP1, DST, THBS1, CLASP2, ITGB1BP1"
"GO:0008645","GO:0008645","hexose transmembrane transport",121,11,0.0909090909090909,2.84450158826199,3.69841577815152,0.00172981887805724,0.0165830962603857,"IGF1, GPC3, ACACB, C3, ENPP1, RHOQ, PEA15, AKT2, SLC2A5, SLC5A3, OSBPL8"
"GO:0007411","GO:0007411","axon guidance",238,17,0.0714285714285714,2.23496553363442,3.48378536822508,0.00174315312103865,0.0166866372894776,"PLXNA4, SOS1, ARHGEF25, SEMA3G, MATN2, PTCH1, SLIT3, MYCBP2, SEMA6D, CXCL12, FOXD1, NFIB, NTN4, ERBB2, FZD3, L1CAM, CHL1"
"GO:0046949","GO:0046949","fatty-acyl-CoA biosynthetic process",28,5,0.178571428571429,5.58741383408605,4.41380128033047,0.00175101716206753,0.0167375893024336,"ACSL1, FASN, ACACA, ELOVL5, ACSL4"
"GO:0042448","GO:0042448","progesterone metabolic process",17,4,0.235294117647059,7.36223940491338,4.7684050136498,0.00176377314081309,0.0168113408807555,"AKR1C1, AKR1C2, AKR1C3, ADM"
"GO:0032387","GO:0032387","negative regulation of intracellular transport",55,7,0.127272727272727,3.98230222356678,4.02449419115496,0.00176383792113605,0.0168113408807555,"CD36, ANGPT1, CHP1, CRYAB, INSIG1, SNX3, LRRK2"
"GO:0007519","GO:0007519","skeletal muscle tissue development",178,14,0.0786516853932584,2.46097328422666,3.55844093933545,0.00178017094749826,0.0169424940176641,"PLEC, DMD, SIX1, COL6A1, GPC1, GPX1, MYH14, FLNB, ABCC9, NUPR1, FOS, NR2F2, MEOX2, BCL9L"
"GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation",198,15,0.0757575757575758,2.37041799021832,3.52230055637401,0.00179973313712922,0.0170793118748315,"CD36, IGF1, DMTN, THBS4, ANGPT1, DDR2, EFEMP1, GFRA1, ITGB2, SFRP2, SFRP1, CD4, ERBB2, LRP4, VEGFB"
"GO:0035337","GO:0035337","fatty-acyl-CoA metabolic process",41,6,0.146341463414634,4.57895377622661,4.16835068681714,0.00180296143046523,0.0170853294691281,"ACSL1, FASN, ACACA, ELOVL5, DGAT1, ACSL4"
"GO:0045807","GO:0045807","positive regulation of endocytosis",159,13,0.0817610062893082,2.55826243472619,3.58529806931465,0.00181569053263388,0.0171565822782306,"CD36, ANGPT1, GPC3, B2M, BICD1, LRP1, ANO6, C3, NCKAP1L, CLU, ANXA2, LRRK2, DAB2"
"GO:1903825","GO:1903825","organic acid transmembrane transport",159,13,0.0817610062893082,2.55826243472619,3.58529806931465,0.00181569053263388,0.0171565822782306,"ACSL1, CD36, SLC16A7, SLC1A5, ACACB, SLC23A2, SLC16A1, SLC38A10, SLC25A1, ITGB1, THBS1, AKT2, SLC1A1"
"GO:0097485","GO:0097485","neuron projection guidance",239,17,0.0711297071129707,2.22561421341001,3.46475483967289,0.00182260665736386,0.0171972599504275,"PLXNA4, SOS1, ARHGEF25, SEMA3G, MATN2, PTCH1, SLIT3, MYCBP2, SEMA6D, CXCL12, FOXD1, NFIB, NTN4, ERBB2, FZD3, L1CAM, CHL1"
"GO:0150076","GO:0150076","neuroinflammatory response",87,9,0.103448275862069,3.23684663491881,3.79966280217173,0.00183167520024522,0.0172399919433566,"IGF1, MAPT, LRP1, SYT11, ITGB2, ITGB1, NUPR1, CLU, LRRK2"
"GO:0005996","GO:0005996","monosaccharide metabolic process",260,18,0.0692307692307692,2.16619736336874,3.44052132630204,0.00183237084123134,0.0172399919433566,"IGF1, PDK4, PGD, FBN1, PFKFB3, PC, ACACB, ALDOC, GPD1, FUT8, BCL2L13, SLC23A2, ALDOA, ENO1, HK1, AKT2, SLC35B4, IGFBP3"
"GO:0071356","GO:0071356","cellular response to tumor necrosis factor",219,16,0.0730593607305936,2.28599214399137,3.47813432509012,0.00186991945165921,0.0175515734086096,"TNFRSF21, ASAH1, GPD1, FABP4, NFKBIA, CCDC3, SFRP1, THBS1, CYP1B1, FOS, COL1A1, HYAL1, POSTN, NPNT, STAT1, ACTN4"
"GO:0008361","GO:0008361","regulation of cell size",179,14,0.0782122905027933,2.44722483012484,3.5349368941308,0.00187614753714868,0.0175515734086096,"PLXNA4, COL6A1, MAPT, KCNMA1, SEMA3G, HSP90AA1, ANO6, SEMA6D, CXCL12, CCDC51, RTN4, CLASP2, AQP1, L1CAM"
"GO:0016052","GO:0016052","carbohydrate catabolic process",179,14,0.0782122905027933,2.44722483012484,3.5349368941308,0.00187614753714868,0.0175515734086096,"IGF1, PYGL, COL6A1, PFKFB3, ALDOC, GPD1, FUT8, BCL2L13, ALDOA, ENO1, NUPR1, HK1, SLC4A1, LDHA"
"GO:0071453","GO:0071453","cellular response to oxygen levels",179,14,0.0782122905027933,2.44722483012484,3.5349368941308,0.00187614753714868,0.0175515734086096,"PPARG, DDR2, ACAA2, BNIP3, HILPDA, SFRP1, BNIP3L, CPEB4, ENO1, FOS, RTN4, INHBA, AQP1, MALAT1"
"GO:0042987","GO:0042987","amyloid precursor protein catabolic process",71,8,0.112676056338028,3.5255794333388,3.87394894246469,0.00188113973645972,0.0175733139068421,"IGF1, SPON1, RTN3, DHCR24, NTRK2, RTN4, CLU, CSNK1E"
"GO:0018212","GO:0018212","peptidyl-tyrosine modification",199,15,0.0753768844221105,2.35850634202627,3.50058513253424,0.0018907486533385,0.0176380603836931,"CD36, IGF1, DMTN, THBS4, ANGPT1, DDR2, EFEMP1, GFRA1, ITGB2, SFRP2, SFRP1, CD4, ERBB2, LRP4, VEGFB"
"GO:0008406","GO:0008406","gonad development",240,17,0.0708333333333333,2.21634082085413,3.44581827519695,0.00190508233960036,0.0177466369004356,"IDH1, FZD4, AR, NCOA4, BOK, UBB, GFRA1, SLIT3, SFRP2, SFRP1, CYP19A1, AKR1C3, NUPR1, MMP2, CYP1B1, INHBA, NR2F2"
"GO:0010927","GO:0010927","cellular component assembly involved in morphogenesis",141,12,0.0851063829787234,2.66293765709633,3.60132325371729,0.00191683791818633,0.0178057750764107,"KRT19, PLEC, GPC1, CSRP1, NEBL, EPB41L3, MYH11, ITGB4, CD9, ITGB1, CLASP2, TMOD1"
"GO:0032989","GO:0032989","cellular anatomical entity morphogenesis",141,12,0.0851063829787234,2.66293765709633,3.60132325371729,0.00191683791818633,0.0178057750764107,"KRT19, PLEC, GPC1, CSRP1, NEBL, EPB41L3, MYH11, ITGB4, CD9, ITGB1, CLASP2, TMOD1"
"GO:0007528","GO:0007528","neuromuscular junction development",56,7,0.125,3.91118968386023,3.96418949584045,0.00196131746351454,0.0181677029742711,"SIX1, MYCBP2, ERBB2, LRP4, ANK3, TNC, LRRK2"
"GO:0048260","GO:0048260","positive regulation of receptor-mediated endocytosis",56,7,0.125,3.91118968386023,3.96418949584045,0.00196131746351454,0.0181677029742711,"ANGPT1, B2M, BICD1, C3, CLU, ANXA2, DAB2"
"GO:0034103","GO:0034103","regulation of tissue remodeling",88,9,0.102272727272727,3.20006428679474,3.75869884942901,0.00198388915094779,0.018327640699998,"THBS4, PPARG, DDR2, PDK4, SFRP1, TFRC, GPNMB, PPARGC1B, S1PR1"
"GO:1902652","GO:1902652","secondary alcohol metabolic process",161,13,0.0807453416149068,2.52648277715195,3.53438815762194,0.00202951455865504,0.0187204242063055,"IDH1, ACAA2, TSKU, LIPE, CAT, INSIG1, ACLY, DHCR24, VLDLR, DHCR7, EBP, MVD, SREBF2"
"GO:0030032","GO:0030032","lamellipodium assembly",72,8,0.111111111111111,3.47661305232021,3.82560109362286,0.00205833136086157,0.0189596788008872,"DMTN, HSP90AA1, ARHGEF6, PARVB, ITGB1, SPATA13, S1PR1, AUTS2"
"GO:0008585","GO:0008585","female gonad development",106,10,0.0943396226415094,2.95184127083791,3.66156866140436,0.00209881231329792,0.0192412017654027,"IDH1, FZD4, UBB, SLIT3, SFRP1, CYP19A1, NUPR1, MMP2, INHBA, NR2F2"
"GO:0061326","GO:0061326","renal tubule development",106,10,0.0943396226415094,2.95184127083791,3.66156866140436,0.00209881231329792,0.0192412017654027,"LAMA5, GPC3, SIX1, MTSS1, PTCH1, FOXD1, JAG1, AQP1, NPNT, STAT1"
"GO:0008544","GO:0008544","epidermis development",395,24,0.0607594936708861,1.90113523873713,3.2888235260438,0.0021032996424964,0.0192412017654027,"AGPAT2, SVEP1, ASAH1, PLEC, LAMA5, LAMB3, ANXA1, SOS1, COL6A1, LAMC2, EMP1, PTCH1, FLNB, STMN1, MAP2K1, AKR1C3, JAG1, ELMOD3, INHBA, ALDH3A2, FZD3, LRP4, APCDD1, COL7A1"
"GO:0072329","GO:0072329","monocarboxylic acid catabolic process",124,11,0.0887096774193548,2.7756830014492,3.60458410623884,0.00210350216688277,0.0192412017654027,"ACAA2, FAH, ACACB, ECHDC1, ECHS1, ACOX1, EHHADH, SLC16A1, PCCB, AKT2, HADHA"
"GO:0050890","GO:0050890","cognition",329,21,0.0638297872340425,1.99720324282225,3.31555776029818,0.00217546342650033,0.0197624265834724,"PRKAR2B, SERPINF1, ACSS2, PLK2, MAPT, LGMN, B2M, SYT11, VLDLR, ITPR3, ITGB1, NTRK2, FOS, ARF4, PPP1R1B, EN1, SLC1A1, ITGA8, CHL1, PDE8B, PDE1B"
"GO:0034205","GO:0034205","amyloid-beta formation",57,7,0.12280701754386,3.84257232098549,3.90526421707365,0.00217548728712686,0.0197624265834724,"IGF1, SPON1, RTN3, NTRK2, RTN4, CLU, CSNK1E"
"GO:1902991","GO:1902991","regulation of amyloid precursor protein catabolic process",57,7,0.12280701754386,3.84257232098549,3.90526421707365,0.00217548728712686,0.0197624265834724,"IGF1, SPON1, RTN3, NTRK2, RTN4, CLU, CSNK1E"
"GO:0055001","GO:0055001","muscle cell development",202,15,0.0742574257425743,2.32347902011499,3.43621395119161,0.0021871085312952,0.0198406291833473,"IGF1, KRT19, PLEC, DMD, SIX1, COL6A1, CSRP1, NEBL, GPX1, MYH11, ITGB1, ADM, TMOD1, SORBS2, ACTN4"
"GO:0009314","GO:0009314","response to radiation",442,26,0.0588235294117647,1.84055985122834,3.24927825228105,0.0021953748639143,0.0198882240078949,"COL3A1, COL6A1, COL6A2, GPX1, CAT, CRYAB, COL6A3, NMT2, DCUN1D3, SFRP2, SFRP1, PITPNM1, NET1, ITGB1, MMP2, FOS, PLEKHB1, PPP1R1B, AKT2, HYAL1, NMT1, AQP1, TNKS1BP1, PDE8B, PDE1B, GRB2"
"GO:0034112","GO:0034112","positive regulation of homotypic cell-cell adhesion",18,4,0.222222222222222,6.95322610464041,4.59133367406011,0.00221091072912623,0.0199193680739061,"JAK1, ANK3, IL6ST, MMRN1"
"GO:0043217","GO:0043217","myelin maintenance",18,4,0.222222222222222,6.95322610464041,4.59133367406011,0.00221091072912623,0.0199193680739061,"PLEC, EPB41L3, AKT2, CLU"
"GO:0044539","GO:0044539","long-chain fatty acid import into cell",18,4,0.222222222222222,6.95322610464041,4.59133367406011,0.00221091072912623,0.0199193680739061,"ACSL1, CD36, THBS1, AKT2"
"GO:0070206","GO:0070206","protein trimerization",18,4,0.222222222222222,6.95322610464041,4.59133367406011,0.00221091072912623,0.0199193680739061,"SLC1A5, PXDN, SCARA5, COL1A2"
"GO:0043277","GO:0043277","apoptotic cell clearance",43,6,0.13953488372093,4.36597918198352,4.01499520943326,0.00231642884660505,0.0208415305788809,"CD36, ANXA1, LRP1, C3, THBS1, NR1H3"
"GO:0032535","GO:0032535","regulation of cellular component size",353,22,0.0623229461756374,1.95005491319944,3.27411011714478,0.00232274924623222,0.020869886133268,"PLXNA4, DMTN, PAK3, COL6A1, PEX11A, KANK1, MAPT, KCNMA1, SEMA3G, HSP90AA1, GSN, ANO6, SEMA6D, CXCL12, CCDC51, RTN4, CLASP2, TMOD1, NCKAP1L, AQP1, L1CAM, GRB2"
"GO:0002578","GO:0002578","negative regulation of antigen processing and presentation",9,3,0.333333333333333,10.4298391569606,5.14128602352615,0.00236224381350503,0.0210239699401948,"CD68, FGL2, THBS1"
"GO:0033197","GO:0033197","response to vitamin E",9,3,0.333333333333333,10.4298391569606,5.14128602352615,0.00236224381350503,0.0210239699401948,"GPX1, CAT, COL1A1"
"GO:0044597","GO:0044597","daunorubicin metabolic process",9,3,0.333333333333333,10.4298391569606,5.14128602352615,0.00236224381350503,0.0210239699401948,"AKR1C1, AKR1C2, AKR1C3"
"GO:0070831","GO:0070831","basement membrane assembly",9,3,0.333333333333333,10.4298391569606,5.14128602352615,0.00236224381350503,0.0210239699401948,"PXDN, NTN4, CLASP2"
"GO:0071104","GO:0071104","response to interleukin-9",9,3,0.333333333333333,10.4298391569606,5.14128602352615,0.00236224381350503,0.0210239699401948,"JAK1, STAT5A, STAT1"
"GO:1905603","GO:1905603","regulation of blood-brain barrier permeability",9,3,0.333333333333333,10.4298391569606,5.14128602352615,0.00236224381350503,0.0210239699401948,"ANGPT1, TJP1, TJP2"
"GO:2000096","GO:2000096","positive regulation of Wnt signaling pathway, planar cell polarity pathway",9,3,0.333333333333333,10.4298391569606,5.14128602352615,0.00236224381350503,0.0210239699401948,"GPC3, PLEKHA4, DAB2"
"GO:0045137","GO:0045137","development of primary sexual characteristics",245,17,0.0693877551020408,2.17110937553058,3.35251290205757,0.00236597461339224,0.0210287568202446,"IDH1, FZD4, AR, NCOA4, BOK, UBB, GFRA1, SLIT3, SFRP2, SFRP1, CYP19A1, AKR1C3, NUPR1, MMP2, CYP1B1, INHBA, NR2F2"
"GO:0090140","GO:0090140","regulation of mitochondrial fission",30,5,0.166666666666667,5.21491957848031,4.19796575000534,0.0024089920207949,0.0213438351919508,"PPARG, MAPT, BNIP3, TMEM135, LRRK2"
"GO:0043393","GO:0043393","regulation of protein binding",108,10,0.0925925925925926,2.89717754360017,3.59263281944274,0.00241114688472691,0.0213438351919508,"PTPRF, B2M, EPB41, DACT1, LRP1, ITGB1BP1, ANXA2, LRRK2, CSNK1E, DAB2"
"GO:0097306","GO:0097306","cellular response to alcohol",108,10,0.0925925925925926,2.89717754360017,3.59263281944274,0.00241114688472691,0.0213438351919508,"AKR1C2, ACACA, PTCH1, SLC23A2, SFRP1, AKR1C3, CYP1B1, FOS, INHBA, TNC"
"GO:0006635","GO:0006635","fatty acid beta-oxidation",74,8,0.108108108108108,3.38265053739263,3.73142460513711,0.00245195576866701,0.0216468910086339,"ACAA2, ACACB, ECHDC1, ECHS1, ACOX1, EHHADH, AKT2, HADHA"
"GO:0016126","GO:0016126","sterol biosynthetic process",74,8,0.108108108108108,3.38265053739263,3.73142460513711,0.00245195576866701,0.0216468910086339,"ACAA2, INSIG1, ACLY, DHCR24, DHCR7, EBP, MVD, SREBF2"
"GO:0060537","GO:0060537","muscle tissue development",446,26,0.0582959641255605,1.82405258798863,3.20019756133361,0.00248150000831002,0.0218783923088753,"COL3A1, IGF1, PLEC, DMD, SIX1, COL6A1, GPC1, CSRP1, NEBL, GPX1, MYH14, MYH11, PTCH1, FLNB, TNNC1, ABCC9, ITGB1, PKP2, NUPR1, FOS, NR2F2, SORBS2, MEOX2, S1PR1, ITGA8, BCL9L"
"GO:0051591","GO:0051591","response to cAMP",91,9,0.0989010989010989,3.09456766195535,3.63924020358296,0.00250190656460949,0.0219994080567665,"DMTN, GPD1, CYP1B1, FOS, COL1A1, AQP1, HCN1, GUCD1, STAT1"
"GO:0097581","GO:0097581","lamellipodium organization",91,9,0.0989010989010989,3.09456766195535,3.63924020358296,0.00250190656460949,0.0219994080567665,"DMTN, KANK1, HSP90AA1, ARHGEF6, PARVB, ITGB1, SPATA13, S1PR1, AUTS2"
"GO:0010828","GO:0010828","positive regulation of D-glucose transmembrane transport",44,6,0.136363636363636,4.26675238239298,3.94179021293521,0.00261101555890984,0.0229281979613069,"IGF1, GPC3, C3, RHOQ, AKT2, OSBPL8"
"GO:0019369","GO:0019369","arachidonate metabolic process",59,7,0.11864406779661,3.71231563213853,3.79132374010634,0.00265760465650424,0.0232752450368842,"PTGDS, GPX1, EPHX1, GPX4, MGLL, AKR1C3, CYP1B1"
"GO:0060986","GO:0060986","endocrine hormone secretion",59,7,0.11864406779661,3.71231563213853,3.79132374010634,0.00265760465650424,0.0232752450368842,"FZD4, PPARG, CYP19A1, FOXD1, INHBA, AQP1, DAB2"
"GO:0015718","GO:0015718","monocarboxylic acid transport",186,14,0.0752688172043011,2.35512497092659,3.37471100774966,0.00267531846187891,0.023399266122091,"ACSL1, AKR1C1, CD36, SLC22A3, SLC16A7, PPARG, PLIN2, ANXA1, ACACB, FABP4, SLC16A1, THBS1, AKT2, ACSL4"
"GO:0060021","GO:0060021","roof of mouth development",92,9,0.0978260869565217,3.0609310569341,3.6005149004472,0.00269657997624432,0.0235274919900879,"ASPH, BNC2, SOS1, FZD1, FZD2, INSIG1, PRRX1, INHBA, MEOX2"
"GO:0030278","GO:0030278","regulation of ossification",128,11,0.0859375,2.68894290765391,3.48373681772368,0.00270110891384516,0.0235310890298734,"DDR2, SGMS2, BMP3, SFRP1, FBN2, ANO6, ENPP1, LRP4, RXRA, ANKH, S1PR1"
"GO:0002693","GO:0002693","positive regulation of cellular extravasation",19,4,0.210526315789474,6.58726683597513,4.42729028266916,0.00273042524861838,0.0236924646737821,"LYVE1, THY1, IL1R1, JAM3"
"GO:0042053","GO:0042053","regulation of dopamine metabolic process",19,4,0.210526315789474,6.58726683597513,4.42729028266916,0.00273042524861838,0.0236924646737821,"ALDH2, ITGB2, MAOB, NR4A2"
"GO:0042069","GO:0042069","regulation of catecholamine metabolic process",19,4,0.210526315789474,6.58726683597513,4.42729028266916,0.00273042524861838,0.0236924646737821,"ALDH2, ITGB2, MAOB, NR4A2"
"GO:1901888","GO:1901888","regulation of cell junction assembly",270,18,0.0666666666666667,2.08596783139212,3.26573914133635,0.00275964222530901,0.0238837123492232,"DMTN, SIX1, FZD1, SRPX2, PTPN13, TJP1, THY1, DCLK1, VLDLR, SFRP1, MYCBP2, NTRK2, THBS1, RTN4, CLASP2, ITGB1BP1, LRP4, FZD5"
"GO:0046545","GO:0046545","development of primary female sexual characteristics",110,10,0.0909090909090909,2.84450158826199,3.52526350653099,0.00275971835678088,0.0238837123492232,"IDH1, FZD4, UBB, SLIT3, SFRP1, CYP19A1, NUPR1, MMP2, INHBA, NR2F2"
"GO:0071295","GO:0071295","cellular response to vitamin",31,5,0.161290322580645,5.04669636627127,4.09715131407201,0.0027978665772213,0.0241187817769365,"SFRP1, COL1A1, RXRA, POSTN, TNC"
"GO:0007613","GO:0007613","memory",129,11,0.0852713178294574,2.66809838898993,3.45424811520302,0.00287009933685801,0.0247091166438521,"SERPINF1, ACSS2, PLK2, MAPT, LGMN, SYT11, VLDLR, ITPR3, FOS, SLC1A1, ITGA8"
"GO:0050818","GO:0050818","regulation of coagulation",76,8,0.105263157894737,3.29363341798756,3.64042805635095,0.0029021923845145,0.0249276110097735,"CD36, ANGPT1, CD9, ANXA5, ANO6, THBS1, PROS1, ANXA2"
"GO:0030901","GO:0030901","midbrain development",93,9,0.0967741935483871,3.02801781976276,3.56231303841093,0.00290304853393505,0.0249276110097735,"SOS1, FZD1, SFRP2, SFRP1, MAOB, EN1, FZD3, NR4A2, LDHA"
"GO:0032091","GO:0032091","negative regulation of protein binding",60,7,0.116666666666667,3.65044370493622,3.73620270867265,0.00292744919664381,0.0250717560586426,"PTPRF, B2M, DACT1, ITGB1BP1, LRRK2, CSNK1E, DAB2"
